country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Others,19.5,19.5,25.0,25.0,65.0,324.5,322.6,386.8,487.9,518.8,569.0,938.6,"1,508.2","1,507.4","1,607.0","1,714.1","1,670.3","1,673.6","1,615.7","1,647.6","2,687.3","3,070.1","3,364.0","3,388.1","3,312.1","3,299.1","3,357.6","3,351.2","3,253.6","3,385.9","3,260.7","2,240.5","2,307.0","2,249.0","2,224.6","3,198.1","3,161.6","3,118.4","3,094.4","3,112.3","4,374.2","4,771.5","4,731.3","5,065.3","5,581.3","6,099.8","6,270.4","7,197.0","7,178.0","7,026.0","8,671.0","8,605.0","10,105.0","10,105.0"
Asia and Pacific ,"11,791.7","11,642.8","12,332.8","12,573.9","12,820.5","12,960.3","13,974.7","13,981.7","16,624.0","15,692.3","17,262.1","24,853.2","25,105.2","27,123.0","31,423.5","33,313.0","35,613.9","34,889.7","35,747.5","33,202.5","34,534.0","34,773.0","34,716.9","36,288.9","37,774.1","38,515.0","38,583.7","39,375.4","39,795.9","35,146.1","35,943.2","36,849.6","36,658.7","38,028.2","38,010.3","37,966.3","37,788.8","38,907.3","40,009.1","42,360.5","42,680.9","43,235.3","40,448.2","40,221.4","42,973.3","43,145.1","45,616.9","44,804.9","46,723.7","47,797.7","49,218.2","49,666.0","50,438.0","50,208.0"
Brunei,500.0,500.0,650.0,650.0,700.0,676.0,647.0,616.0,600.0,650.0,"1,000.0",950.0,"1,500.0","1,600.0","1,600.0","1,484.0","1,625.0","1,550.0","1,480.0","1,298.0","1,294.0","1,500.0","1,445.0","1,527.0","1,470.0","1,443.0","1,475.0","1,600.0","1,200.0","1,152.0","1,124.0","1,150.0","1,130.0","1,250.0","1,188.0","1,124.0","1,090.0","1,060.0","1,020.0","1,300.0","1,230.0","1,160.0","1,100.0","1,050.0","1,120.0","1,105.0","1,200.0","1,200.0","1,200.0","1,100.0","1,100.0","1,100.0","1,100.0","1,100.0"
China,500.0,600.0,600.0,600.0,800.0,"1,000.0","1,000.0","1,000.0","2,000.0","2,000.0","2,000.0","8,772.0","8,772.0","10,386.0","10,386.0","12,100.0","12,632.0","12,650.0","14,053.0","13,509.0","13,334.0","13,272.0","13,241.0","14,861.0","16,342.0","17,064.0","17,138.0","17,400.0","17,260.0","16,037.0","15,998.0","15,492.0","15,172.0","16,413.0","16,236.0","16,333.0","16,422.0","16,998.0","17,399.0","17,832.0","17,945.0","18,300.0","15,509.0","15,476.0","18,259.0","18,250.0","20,220.0","20,220.0","21,187.0","21,618.0","23,268.0","23,747.0","24,428.0","24,428.0"
India,750.0,500.0,500.0,750.0,750.0,800.0,"1,400.0","1,638.0","1,500.0",715.0,956.0,949.0,897.0,843.0,788.0,729.0,"3,000.0","3,000.0","2,982.4","2,893.0","3,436.1","3,444.2","3,857.9","3,744.3","3,661.4","4,090.2","4,132.3","4,363.2","4,837.8","5,345.4","5,539.6","5,898.8","5,831.0","5,684.4","5,547.0","5,356.4","5,363.7","5,468.2","5,390.0","4,970.0","5,290.0","5,513.0","5,576.0","5,731.0","5,565.0","5,761.0","5,741.0","5,314.0","5,651.0","5,673.0","5,673.0","5,549.0","5,571.0","5,654.0"
Indonesia,"9,500.0","9,500.0","10,000.0","10,000.0","10,000.0","9,825.0","9,656.0","9,472.0","9,253.0","9,000.0","10,000.0","10,400.0","10,005.0","10,500.0","15,000.0","14,523.1","13,972.8","13,357.4","12,760.5","12,179.9","11,603.2","11,017.6","10,534.1","10,079.5","9,611.0","9,179.8","9,000.0","9,000.0","9,000.0","5,113.9","5,415.0","5,909.0","5,597.8","5,166.9","4,979.7","4,979.7","4,979.7","4,867.2","5,099.9","5,201.0","5,122.6","5,094.6","4,721.8","4,319.7","4,300.7","4,187.5","4,370.3","3,989.7","3,989.7","3,989.7","3,989.7","3,885.0","4,030.0","3,590.0"
Malaysia,410.0,410.0,410.0,410.0,409.6,450.0,525.0,525.0,600.0,650.0,700.0,"1,300.0","1,500.0","1,500.0","1,500.0","2,500.0","2,500.0","2,500.0","2,800.0","1,825.0","2,313.0","2,295.0","2,570.0","2,952.0","3,066.0","3,023.0","2,906.0","2,922.0","3,054.0","2,943.0","3,045.0","3,743.0","4,279.0","4,277.0","4,277.0","4,000.0","3,852.0","3,880.0","3,630.0","5,029.0","4,530.0","4,457.0","4,540.0","4,840.0","5,160.0","5,252.0","5,357.0","5,357.0","5,357.0","5,500.0","5,500.0","5,850.0","5,850.0","5,850.0"
Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,51.0,110.0,200.0,240.0,350.0,596.0,639.0,764.0,890.0,"1,246.0","1,900.0","1,800.0","1,950.0","2,200.0","2,812.0","2,960.0","3,084.0","3,119.0","3,250.0","3,410.0","4,700.0","4,500.0","4,400.0","4,400.0","4,400.0","4,400.0"
Australia,1.0,2.0,50.0,50.0,50.0,60.0,607.9,601.0,"2,500.0","2,500.0","2,440.0","2,321.0","2,198.0","2,045.0","1,897.0","1,747.0","1,592.0","1,435.0","1,278.0","1,118.0","2,123.0","2,618.0","2,420.0","2,480.0","2,883.0","2,905.0","3,155.0","3,172.0","3,420.0","3,371.0","3,462.0","3,343.0","3,267.0","3,383.0","3,923.0","3,987.0","3,911.0","4,047.0","4,115.0","4,744.0","4,945.0","4,953.0","4,571.0","4,441.0","4,057.0","4,158.0","4,158.0","4,158.0","3,428.0","4,239.0","4,061.0","3,872.0","3,872.0","3,872.0"
Others,130.7,130.8,122.8,113.9,110.9,149.3,138.8,129.7,171.0,177.3,166.1,161.2,233.2,249.0,252.5,229.9,292.1,397.3,393.5,379.6,430.8,626.2,649.0,645.1,740.7,810.0,777.4,897.2,973.1,"1,073.8","1,159.6","1,073.8","1,031.9","1,257.9","1,220.6","1,422.2","1,280.4","1,340.9","1,455.2","1,484.6","1,668.3","1,557.7","1,618.3","1,403.7","1,427.7","1,312.6","1,320.6","1,156.2","1,211.0","1,178.0","1,226.5","1,263.0","1,187.0","1,314.0"
Total World ,"291,167.2","297,296.8","310,730.5","332,349.9","342,522.0","353,767.2","389,411.5","411,649.0","464,145.5","527,950.0","548,452.2","569,284.3","578,782.3","582,653.8","646,551.1","636,626.8","621,371.1","621,747.8","613,226.4","622,889.0","643,999.2","658,013.0","687,749.3","698,145.8","731,957.8","758,644.2","866,898.0","899,145.6","988,211.3","996,006.9","993,524.5","998,592.6","1,003,011.7","1,004,206.2","1,009,854.5","1,018,972.8","1,034,624.5","1,039,562.7","1,047,606.2","1,062,526.7","1,086,367.8","1,127,829.2","1,163,410.4","1,186,187.9","1,193,417.4","1,201,458.3","1,214,201.5","1,209,308.6","1,286,449.2","1,323,489.9","1,457,192.9","1,470,814.0","1,483,793.0","1,489,865.0"
of Which,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEC,"208,660.0","214,160.0","221,950.0","238,175.0","244,900.0","250,766.0","280,761.0","301,425.0","323,200.0","383,616.0","390,686.0","407,124.4","414,116.0","416,001.4","471,107.0","452,357.5","442,618.2","437,425.3","432,750.0","425,676.3","425,486.0","429,252.0","459,143.7","467,790.5","503,715.1","529,784.0","636,651.0","668,614.3","754,998.9","763,231.6","763,444.2","769,012.3","772,678.5","774,935.3","778,876.7","786,596.3","804,987.0","808,673.8","813,296.4","822,524.1","845,953.1","853,919.0","890,917.0","911,137.1","916,860.4","924,265.0","935,833.6","948,057.8","1,023,393.0","1,064,288.1","1,192,727.0","1,198,292.0","1,200,830.0","1,206,170.0"
OPEC Share in %,71.7,72.0,71.4,71.7,71.5,70.9,72.1,73.2,69.6,72.7,71.2,71.5,71.5,71.4,72.9,71.1,71.2,70.4,70.6,68.3,66.1,65.2,66.8,67.0,68.8,69.8,73.4,74.4,76.4,76.6,76.8,77.0,77.0,77.2,77.1,77.2,77.8,77.8,77.6,77.4,77.9,75.7,76.6,76.8,76.8,76.9,77.1,78.4,79.6,80.4,81.9,81.5,80.9,81.0
OECD,"40,697.2","41,119.5","40,448.2","41,490.1","41,901.6","44,004.4","45,217.1","46,102.5","51,206.1","49,296.9","62,173.3","60,822.3","61,966.4","67,638.5","66,785.0","70,370.1","63,653.0","69,868.9","68,501.8","86,462.4","102,698.5","111,085.7","110,654.3","109,837.5","108,549.7","107,900.0","109,006.3","107,726.0","106,961.5","104,783.0","104,324.9","103,393.3","102,464.9","101,090.2","101,652.5","101,801.7","99,101.5","98,358.0","78,838.9","78,025.2","75,656.3","76,966.7","67,339.9","65,681.0","62,619.0","61,708.6","59,337.8","57,717.5","54,525.0","51,743.9","52,905.8","59,073.0","63,740.0","64,448.0"
FSU,"23,579.0","23,500.0","29,000.0","32,000.0","33,000.0","35,000.0","38,000.0","36,000.0","60,000.0","58,000.0","58,000.0","55,286.0","52,412.0","49,339.0","56,341.0","58,878.0","59,900.0","59,000.0","58,438.0","59,878.0","63,000.0","63,000.0","63,000.0","63,000.0","63,000.0","62,685.0","62,983.0","61,663.0","63,161.0","69,384.0","65,280.0","64,990.0","64,580.0","64,279.0","63,938.0","63,659.0","62,513.0","63,570.0","83,787.0","87,247.0","87,669.0","113,030.0","122,401.0","125,797.0","125,224.0","126,372.0","128,020.0","111,856.0","114,840.0","115,536.0","116,289.0","116,289.0","118,886.0","118,886.0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes: As at December 31 of the corresponding year. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1)Data refers to conventional crude oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) Up to 1995, FSU countries  are included in Eastern Europe and Eurasia others",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
